de03efe5-f057-41b5-8d26-b7cfc1f0df9d	d7a5364f-abbe-420b-b94b-695b53eed8e2	assistant	CareMate AI đang tạm thời không phản hồi. Nếu mẹ hoặc bé có dấu hiệu bất thường, hãy liên hệ y tá/bác sĩ để được hỗ trợ trực tiếp.	f	\N	t	2026-06-13 07:29:21.781875+00
f60bc7e1-8646-4190-b0dc-176fdff557b6	d7a5364f-abbe-420b-b94b-695b53eed8e2	user	hêlo	f	\N	f	2026-06-13 07:29:21.755194+00
57404d18-8abc-4b91-81e6-324ec1097b36	d7a5364f-abbe-420b-b94b-695b53eed8e2	assistant	CareMate AI đang tạm thời không phản hồi. Nếu mẹ hoặc bé có dấu hiệu bất thường, hãy liên hệ y tá/bác sĩ để được hỗ trợ trực tiếp.	f	\N	t	2026-06-13 07:29:32.719177+00
918cd9d1-b9d8-449a-9fde-90774aa6800b	d7a5364f-abbe-420b-b94b-695b53eed8e2	user	tôi bị đau bụng	f	\N	f	2026-06-13 07:29:32.714017+00
241b9fd7-27fb-4f46-8ac2-585914aa07af	3eead29d-435d-4f14-95fd-f585c591520f	assistant	CareMate AI đang tạm thời không phản hồi. Nếu mẹ hoặc bé có dấu hiệu bất thường, hãy liên hệ y tá/bác sĩ để được hỗ trợ trực tiếp.	f	\N	t	2026-06-15 04:12:07.965701+00
ac01357e-2669-4b6c-bfd9-8a50fef10c69	3eead29d-435d-4f14-95fd-f585c591520f	user	hello	f	\N	f	2026-06-15 04:12:07.890331+00
07e330d2-9f13-48b0-ad82-8f0f6e81521b	3eead29d-435d-4f14-95fd-f585c591520f	user	sao ko chat được	f	\N	f	2026-06-15 04:12:15.155648+00
9e75aae8-3b72-4192-a1f2-6cbb48ff15ab	3eead29d-435d-4f14-95fd-f585c591520f	assistant	CareMate AI đang tạm thời không phản hồi. Nếu mẹ hoặc bé có dấu hiệu bất thường, hãy liên hệ y tá/bác sĩ để được hỗ trợ trực tiếp.	f	\N	t	2026-06-15 04:12:15.19968+00
c1168f34-067a-4a39-8d04-d86de8eda550	3eead29d-435d-4f14-95fd-f585c591520f	assistant	CareMate AI đang tạm thời không phản hồi. Nếu mẹ hoặc bé có dấu hiệu bất thường, hãy liên hệ y tá/bác sĩ để được hỗ trợ trực tiếp.	f	\N	t	2026-06-17 06:47:02.384991+00
d3d48699-5dd8-4cdd-9310-1867dc0c04b2	3eead29d-435d-4f14-95fd-f585c591520f	user	hêlo	f	\N	f	2026-06-17 06:47:02.229487+00
